id	parentSeq	childSeq	strand	pStart	pEnd	cStart	cEnd	method
1108	1688	6069	0	22944	24500	1	1305	Blitz
1109	2975	6062	0	1694	2579	7	896	Blitz
1110	2451	6062	0	3514	4416	1	896	Blitz
1111	4744	6071	0	178	5395	1	2222	Blitz
1112	3457	6072	0	4002	9490	16	1761	Blitz
1113	459	6074	1	318	904	1	587	Blitz
1114	654	6074	0	1325	1911	1	587	Blitz
1115	2853	6074	1	1783	2369	1	587	Blitz
1116	4306	6073	1	5598	9943	1	2061	Blitz
1117	2796	6075	0	1988	2609	1	539	Blitz
1118	1259	6078	0	1682	2287	1	507	Blitz
1119	1259	6077	0	1682	2349	5	573	Blitz
1120	1259	6079	0	1956	3434	1	793	Blitz
1121	1259	6076	0	1956	3205	135	804	Blitz
1122	4798	6080	0	5857	6395	1	539	Blitz
1123	4585	6081	1	18024	18680	1	657	Blitz
1124	4727	6082	1	1168	2735	1	1468	Blitz
1125	3758	6083	0	11922	13322	23	647	Blitz
1126	3026	6086	1	3348	4286	17	608	Blitz
1127	3026	6088	1	3306	4477	1	825	Blitz
1128	3026	6087	1	3306	4477	1	956	Blitz
1129	3026	6085	1	3306	4477	1	1041	Blitz
1130	3026	6084	1	3306	4477	1	1172	Blitz
1131	760	6089	1	265	2933	208	2376	Blitz
1132	4562	6094	1	1225	3363	1	661	Blitz
1133	4562	6090	1	1225	3363	1	852	Blitz
1134	4562	6093	1	1225	3363	1	864	Blitz
1135	4562	6092	1	1225	3363	1	1034	Blitz
1136	4562	6091	1	1225	3363	1	1046	Blitz
1137	1347	6096	0	618	2845	1	775	Blitz
1138	3514	6095	0	628	3045	1	1641	Blitz
1139	719	6097	1	14288	15818	1	531	Blitz
1140	4415	6098	1	2728	3189	1	510	Blitz
1141	3544	6100	1	3567	4616	1	1050	Blitz
1142	470	6099	0	283	4335	1	1999	Blitz
1143	3387	6101	0	737	5412	1	2058	Blitz
1144	4759	6103	0	2719	4878	1	2218	Blitz
1145	4759	6102	0	2719	4878	1	2153	Blitz
1146	3208	6104	0	4975	6514	716	1991	Blitz
1147	2236	6106	0	11590	12795	114	670	Blitz
1148	1175	6105	1	777	5127	279	2567	Blitz
1149	4736	6112	1	6391	8481	306	1502	Blitz
1150	4736	6107	1	6391	8481	306	1502	Blitz
1151	4736	6108	1	6391	8372	306	1398	Blitz
1152	4736	6110	1	6391	8372	306	1355	Blitz
1153	4736	6111	1	6391	8481	483	1679	Blitz
1154	4736	6109	1	6391	8481	483	1636	Blitz
1155	4736	6114	1	6391	8481	306	1459	Blitz
1156	4736	6117	1	6391	8372	483	1575	Blitz
1157	4736	6113	1	6391	8481	483	1679	Blitz
1158	4736	6115	1	6391	8481	306	1459	Blitz
1159	4736	6116	1	6391	8481	483	1636	Blitz
1160	3309	6118	0	663	2490	1	1370	Blitz
1161	4105	6119	1	6398	8326	8	884	Blitz
1162	4918	6121	0	395	2178	31	1163	Blitz
1163	4918	6120	0	395	2178	31	1177	Blitz
1164	1911	6122	0	10992	15965	1	2520	Blitz
1165	4964	6124	1	2121	6892	246	1371	Blitz
1166	4964	6123	1	2121	6892	246	1359	Blitz
1167	4515	6125	0	6126	7637	1	1512	Blitz
1168	3702	6126	1	11271	12205	1	827	Blitz
1169	2417	6127	0	1	2361	1	2270	Blitz
1170	1242	6128	1	4247	4925	1	679	Blitz
1171	3690	6129	0	2654	7419	31	2173	Blitz
1172	3690	6130	0	2654	7529	1	2253	Blitz
1173	4246	6131	1	42	1290	595	1565	Blitz
1174	3756	6132	1	23217	25870	1	2567	Blitz
1175	4421	6133	0	2791	3569	1	672	Blitz
1176	890	6136	0	3938	4409	223	694	Blitz
1177	890	6135	0	2642	4409	223	1453	Blitz
1178	890	6134	0	2642	4409	223	1543	Blitz
1179	550	6137	0	4469	9600	1	1774	Blitz
1180	2412	6138	0	14828	15205	1	379	Blitz
1181	2412	6138	0	8585	8963	1	380	Blitz
1182	2332	6139	1	8650	9415	1	781	Blitz
1183	3268	6140	1	5711	6904	1	776	Blitz
1184	3268	6141	1	5711	7074	1	946	Blitz
1185	4710	6142	1	849	3291	1	1582	Blitz
1186	4710	6143	1	1402	3291	603	1631	Blitz
1187	101	6144	1	11456	13654	98	1224	Blitz
1188	3502	6145	1	9763	10330	1	545	Blitz
1189	4484	6146	1	6415	7209	1	798	Blitz
1190	4455	6147	1	600	4566	1	1032	Blitz
1191	1210	6149	0	1038	1765	49	625	Blitz
1192	1210	6150	0	1137	1765	49	623	Blitz
1193	1210	6148	0	1137	3149	1	958	Blitz
1194	113	6156	0	1625	2838	161	1138	Blitz
1195	113	6153	0	1625	2838	196	1173	Blitz
1196	113	6152	0	1625	2838	196	1251	Blitz
1197	113	6151	0	1625	2838	161	1216	Blitz
1198	113	6157	0	1625	2838	161	1232	Blitz
1199	113	6155	0	1625	2838	196	1345	Blitz
1200	113	6154	0	1625	2838	196	1267	Blitz
1201	113	6158	0	1625	2838	161	1310	Blitz
1202	2225	6159	0	13608	16321	127	1533	Blitz
1203	2225	6160	0	13608	16321	127	1554	Blitz
1204	3319	6161	0	6909	7498	159	748	Blitz
1205	1248	6164	0	7769	8948	264	1455	Blitz
1206	1248	6166	0	7769	8948	298	1489	Blitz
1207	1248	6165	0	7769	8948	278	1469	Blitz
1208	3908	6167	0	3390	4417	75	768	Blitz
1209	3908	6168	0	3390	4417	75	814	Blitz
1210	1641	6169	0	425	1996	188	653	Blitz
1211	1641	6171	0	247	1996	188	733	Blitz
1212	1641	6170	0	425	2155	29	653	Blitz
1213	1641	6172	0	247	2155	29	733	Blitz
1214	3046	6173	0	6584	8746	1	1373	Blitz
1215	3996	6174	0	7456	8674	587	1805	Blitz
1216	3305	6175	1	4752	5851	1	727	Blitz
1217	4759	6178	1	3149	4140	596	1587	Blitz
1218	4759	6176	1	3149	4140	616	1607	Blitz
1219	4759	6177	1	3149	4140	632	1623	Blitz
1220	1253	6179	1	23918	25254	1	1337	Blitz
1221	693	6180	1	26800	28643	1	358	Blitz
1222	693	6182	1	26800	28929	1	518	Blitz
1223	693	6181	1	26800	28929	1	641	Blitz
1224	2677	6183	1	12216	14642	1	1507	Blitz
1225	2677	6184	1	12216	14642	1	1445	Blitz
1226	4043	6186	0	5132	7396	1	1613	Blitz
1227	4043	6185	0	5132	7396	1	1596	Blitz
1228	352	6187	1	11865	13750	124	1807	Blitz
1229	3144	6188	1	15504	15961	1	386	Blitz
1230	3144	6189	1	15504	16210	1	635	Blitz
1231	2761	6190	1	9215	10648	1	660	Blitz
1232	3848	6191	0	2669	4154	29	673	Blitz
1233	4803	6192	0	2056	9570	49	1946	Blitz
1234	4803	6194	0	2056	9623	1	1925	Blitz
1235	4803	6193	0	2056	8714	146	1920	Blitz
1236	4122	6195	1	10075	12825	1	1242	Blitz
1237	4122	6196	1	10075	12825	1	1242	Blitz
1238	1395	6197	0	4914	5428	88	602	Blitz
1239	2716	6199	1	605	7026	13	804	Blitz
1240	2716	6199	1	4589	6928	1	736	Blitz
1241	2716	6198	1	4589	11249	1	1120	Blitz
1242	2716	6198	1	605	3378	13	1120	Blitz
1243	1662	6201	1	3925	5158	1	1210	Blitz
1244	2716	6200	1	4589	5603	1	1015	Blitz
1245	2716	6200	1	605	1607	13	1015	Blitz
1246	877	6202	0	1363	3141	51	1148	Blitz
1247	877	6203	0	1363	3289	1	1174	Blitz
1248	1401	6209	0	1786	4003	1	965	Blitz
1249	1401	6207	0	1786	4003	1	989	Blitz
1250	1401	6206	0	1320	4003	1	1429	Blitz
1251	1401	6208	0	1320	4003	1	1453	Blitz
1252	877	6205	0	1363	3289	1	1246	Blitz
1253	877	6204	0	1363	3289	1	1174	Blitz
1254	4162	6210	0	2016	4485	1	1792	Blitz
1255	351	6211	1	1380	4419	1	1244	Blitz
1256	4090	6212	1	11711	14819	1	1948	Blitz
1257	3046	6213	1	11106	12520	1	1415	Blitz
1258	3461	6214	1	2121	5974	7	1178	Blitz
1259	3461	6215	1	1776	5974	11	1274	Blitz
1260	3401	6216	0	5530	10200	90	738	Blitz
1261	3561	6217	1	1	1106	64	1169	Blitz
1262	853	6218	0	7083	8572	2	1491	Blitz
1263	791	6219	1	2406	4645	1	1580	Blitz
1264	791	6220	1	2424	4645	4	1613	Blitz
1265	2478	6223	1	52768	53322	1	555	Blitz
1266	2478	6222	1	50474	53322	1	2553	Blitz
1267	4504	6224	1	10383	13417	1	1799	Blitz
1268	1944	6221	0	4356	5038	26	708	Blitz
1269	4451	6226	0	5890	7446	140	1626	Blitz
1270	1689	6225	0	6435	7100	1	665	Blitz
1271	2394	6227	0	1585	2380	1	614	Blitz
1272	1585	6228	1	13312	16094	1	2783	Blitz
1273	4817	6229	1	943	2404	1	647	Blitz
1274	3762	6235	0	10897	12466	1	1495	Blitz
1275	3762	6234	0	10897	12466	1	1411	Blitz
1276	3762	6233	0	10897	12466	1	1518	Blitz
1277	3762	6237	0	10897	12466	1	1434	Blitz
1278	3762	6232	0	10897	12194	439	1576	Blitz
1279	3762	6230	0	10897	12194	439	1599	Blitz
1280	3762	6231	0	10897	12194	439	1683	Blitz
1281	3762	6236	0	10897	12194	439	1660	Blitz
1282	3336	6239	1	5269	6459	1	1191	Blitz
1283	1943	6239	0	8151	9337	8	1194	Blitz
1284	4164	6240	0	13984	16501	129	1979	Blitz
1285	1397	6241	1	3961	5995	1	780	Blitz
1286	1397	6242	1	1506	5995	1	1551	Blitz
1287	793	6243	1	3360	6786	1	1634	Blitz
1288	3502	6244	0	6386	8319	284	1653	Blitz
1289	4539	6246	1	6518	7890	1	832	Blitz
1290	4539	6250	1	6518	7890	1	741	Blitz
1291	4539	6247	1	7877	8520	10	652	Blitz
1292	4539	6255	1	6518	7890	1	754	Blitz
1293	4539	6256	1	6518	7890	1	819	Blitz
1294	4539	6245	1	6518	8520	1	1283	Blitz
1295	4539	6252	1	6518	7890	1	1295	Blitz
1296	4539	6249	1	6518	7890	1	1386	Blitz
1297	4539	6251	1	6518	8520	1	1296	Blitz
1298	4539	6253	1	6518	7890	1	1308	Blitz
1299	4539	6248	1	6518	7890	1	1373	Blitz
1300	4539	6257	1	6518	8520	1	1374	Blitz
1301	4539	6259	1	6518	8520	1	1361	Blitz
1302	4539	6254	1	6518	8520	1	1915	Blitz
1303	4539	6260	1	6518	8520	1	1837	Blitz
1304	4539	6258	1	6518	8520	1	1841	Blitz
1305	4539	6261	1	6518	8520	1	1928	Blitz
1306	612	6262	0	5089	6419	1	500	Blitz
1307	3780	6263	1	17643	18340	7	705	Blitz
1308	4378	6263	1	4209	4909	7	708	Blitz
1309	686	6264	0	13802	14691	64	948	Blitz
1310	3793	6268	1	13771	14505	1	642	Blitz
1311	3793	6269	1	13771	14595	1	732	Blitz
1312	3793	6266	1	13771	16021	1	847	Blitz
1313	3793	6265	1	13771	16021	1	858	Blitz
1314	3793	6267	1	14950	16021	1	534	Blitz
1315	1649	6238	0	5532	6265	1	737	Blitz
1316	397	6270	1	3964	4828	4	868	Blitz
1317	1561	6272	1	5616	9264	61	1724	Blitz
1318	1561	6273	1	5616	9264	61	1659	Blitz
1319	1296	6271	1	5689	6449	115	535	Blitz
1320	4533	6274	0	19893	20471	252	830	Blitz
1321	4533	6275	0	19893	20471	268	846	Blitz
1322	4736	6276	1	5937	6347	19	429	Blitz
1323	4736	6277	1	4912	5723	418	1231	Blitz
1324	4203	6278	0	1771	4726	3	1215	Blitz
1325	3850	6282	1	1082	1780	80	586	Blitz
1326	3850	6281	1	1040	1780	104	652	Blitz
1327	3850	6285	1	1082	1780	80	655	Blitz
1328	3850	6284	1	1082	1780	80	786	Blitz
1329	3850	6283	1	1040	1780	104	721	Blitz
1330	3850	6280	1	1040	1780	104	852	Blitz
1331	4203	6279	0	1771	11217	307	3831	Blitz
1332	1290	6287	0	11620	12148	85	537	Blitz
1333	1290	6286	0	11564	12220	55	629	Blitz
1334	4496	6289	1	705	1753	6	508	Blitz
1335	4496	6288	1	858	1576	1	628	Blitz
1336	4496	6290	1	858	1753	1	697	Blitz
1337	4496	6291	1	858	2510	1	1200	Blitz
1338	904	6292	1	2578	5695	368	2922	Blitz
1339	4987	6298	0	1448	2695	68	589	Blitz
1340	4987	6296	0	1448	2695	68	729	Blitz
1341	4987	6293	0	1448	3175	1	683	Blitz
1342	4987	6294	0	1448	3175	1	823	Blitz
1343	4987	6301	0	1448	3801	1	833	Blitz
1344	4987	6299	0	1448	3801	1	973	Blitz
1345	4987	6297	0	1850	2202	172	524	Blitz
1346	4987	6295	0	1448	2202	172	686	Blitz
1347	4987	6300	0	1448	6325	16	1501	Blitz
1348	4987	6302	0	1448	6325	16	1641	Blitz
1349	2366	6304	0	2355	5336	117	2405	Blitz
1350	2366	6303	0	2094	5336	117	2666	Blitz
1351	904	6307	1	5120	6079	1	960	Blitz
1352	904	6306	1	5120	6079	1	910	Blitz
1353	904	6308	1	5120	6079	1	975	Blitz
1354	2833	6309	0	2887	3811	5	802	Blitz
1355	904	6305	1	2367	5132	1	2203	Blitz
1356	2977	6310	1	9658	10727	1	621	Blitz
1357	2977	6310	1	11248	12117	80	621	Blitz
1358	3700	6311	0	3874	4282	185	593	Blitz
1359	3974	6312	1	6696	8632	1	548	Blitz
1360	3974	6313	1	8138	8632	1	495	Blitz
1361	693	6314	1	29888	34614	1	1442	Blitz
1362	4664	6315	0	6397	7365	118	1015	Blitz
1363	4529	6316	1	17379	19769	3	1737	Blitz
1364	4529	6319	1	17379	19769	3	1719	Blitz
1365	4529	6321	1	17379	19769	3	1835	Blitz
1366	4529	6324	1	17379	19769	3	1737	Blitz
1367	4529	6317	1	17379	19769	3	1719	Blitz
1368	4529	6322	1	17379	19769	3	1853	Blitz
1369	4529	6327	1	17379	19769	3	1835	Blitz
1370	4529	6326	1	17379	19769	3	1853	Blitz
1371	4529	6320	1	17379	19769	3	2049	Blitz
1372	4529	6318	1	17379	19769	3	2165	Blitz
1373	4529	6325	1	17379	19769	3	2165	Blitz
1374	4529	6323	1	17379	19769	3	2049	Blitz
1375	3909	6330	0	9533	10632	1	762	Blitz
1376	3880	6328	1	15007	15547	1	539	Blitz
1377	2838	6335	1	16174	16818	1	645	Blitz
1378	2838	6331	1	12757	16818	1	1678	Blitz
1379	2838	6333	1	13474	16818	1	1295	Blitz
1380	3942	6337	0	9791	10386	1	597	Blitz
1381	3942	6341	0	9791	10386	1	512	Blitz
1382	2838	6332	1	13119	16818	582	2070	Blitz
1383	2838	6334	1	12267	16818	26	2062	Blitz
1384	3880	6329	1	15007	15698	1	690	Blitz
1385	1107	6338	0	1119	2084	1	865	Blitz
1386	3942	6336	0	7703	10386	1	403	Blitz
1387	1947	6340	1	6282	9515	1	467	Blitz
1388	1064	6340	1	1662	4928	1	467	Blitz
1389	3475	6344	0	17932	18792	444	1304	Blitz
1390	3942	6339	0	7703	10386	1	496	Blitz
1391	3942	6342	0	7703	10386	1	581	Blitz
1392	2270	6350	1	10123	10948	1	736	Blitz
1393	2270	6352	1	9018	10117	1	537	Blitz
1394	4063	6352	0	16717	17492	68	537	Blitz
1395	2270	6346	1	2627	8933	1	728	Blitz
1396	4063	6357	0	16717	19037	15	758	Blitz
1397	2270	6357	1	4250	10117	15	758	Blitz
1398	2270	6347	1	4250	10948	329	2161	Blitz
1399	4063	6347	0	15970	19037	329	2077	Blitz
1400	2270	6354	1	3209	10948	303	2185	Blitz
1401	4063	6354	0	15970	19847	294	2101	Blitz
1402	2270	6348	1	2627	10948	1	2346	Blitz
1403	2270	6345	1	2627	10948	1	2379	Blitz
1404	2270	6353	1	3204	10948	300	2223	Blitz
1405	4063	6353	0	15970	19852	291	2139	Blitz
1406	2270	6356	1	4250	10948	329	2197	Blitz
1407	4063	6356	0	15970	19037	329	2113	Blitz
1408	2270	6349	1	2627	10948	1	2382	Blitz
1409	2270	6358	1	3209	10948	303	2221	Blitz
1410	4063	6358	0	15970	19847	294	2137	Blitz
1411	2270	6351	1	2627	10948	1	2415	Blitz
1412	2270	6355	1	3204	10948	300	2187	Blitz
1413	4063	6355	0	15970	19852	291	2103	Blitz
1414	1943	6359	0	6886	8540	1	1452	Blitz
1415	3336	6359	1	6073	7140	1	1030	Blitz
1416	1943	6361	0	6886	8540	1	1423	Blitz
1417	3336	6361	1	6073	7139	1	1029	Blitz
1418	1943	6360	0	6886	8909	1	1830	Blitz
1419	3336	6360	1	5705	7139	2	1436	Blitz
1420	1943	6364	0	6886	8540	1	1452	Blitz
1421	3336	6364	1	6073	7139	1	1029	Blitz
1422	1943	6365	0	6886	8540	1	1423	Blitz
1423	3336	6365	1	6073	7140	1	1030	Blitz
1424	1943	6362	0	6886	8909	1	1859	Blitz
1425	3336	6362	1	5705	7139	2	1436	Blitz
1426	1943	6363	0	6886	8909	1	1859	Blitz
1427	3336	6363	1	5705	7140	2	1437	Blitz
1428	1943	6366	0	6886	8909	1	1830	Blitz
1429	3336	6366	1	5705	7140	2	1437	Blitz
1430	2930	6367	1	6475	6931	3	488	Blitz
1431	3730	6369	1	7835	9596	8	1769	Blitz
1432	3520	6370	0	2071	3562	1	778	Blitz
1433	3520	6371	0	2046	3562	1	803	Blitz
1434	2666	6343	0	4035	5396	5	1351	Blitz
1435	352	6373	0	4273	6195	394	1213	Blitz
1436	4526	6372	1	282	3184	1	2679	Blitz
1437	845	6378	1	1145	3085	202	1485	Blitz
1438	845	6374	1	891	2834	1	1390	Blitz
1439	845	6376	1	1145	3685	202	1607	Blitz
1440	845	6375	1	1122	3685	223	1660	Blitz
1441	4162	6375	1	15753	16957	389	1484	Blitz
1442	845	6377	1	891	3685	1	1670	Blitz
1443	4162	6377	1	15543	16957	270	1494	Blitz
1444	4426	6379	1	6446	7498	129	526	Blitz
1445	4426	6380	1	5817	7498	50	759	Blitz
1446	4426	6381	1	5817	7498	50	776	Blitz
1447	113	6384	0	507	1534	1	859	Blitz
1448	113	6383	0	507	1534	1	933	Blitz
1449	4504	6385	1	3834	8123	58	2004	Blitz
1450	4504	6386	1	3834	8123	58	1966	Blitz
1451	3352	6388	1	1	518	66	539	Blitz
1452	3352	6393	1	1	768	66	581	Blitz
1453	3352	6389	1	216	1615	315	1263	Blitz
1454	3352	6397	1	257	1615	264	1171	Blitz
1455	3352	6391	1	260	1615	300	1298	Blitz
1456	3352	6396	1	260	1615	300	1204	Blitz
1457	3352	6387	1	216	1615	315	1357	Blitz
1458	3352	6390	1	216	1615	282	1324	Blitz
1459	3352	6395	1	216	1615	282	1230	Blitz
1460	3352	6394	1	227	1615	642	1579	Blitz
1461	3352	6392	1	227	1615	642	1673	Blitz
1462	765	6401	0	1766	3299	1	1534	Blitz
1463	4375	6400	1	4435	7790	1	2930	Blitz
1464	4375	6399	1	4435	7790	1	2918	Blitz
1465	4375	6398	1	4435	7790	1	3018	Blitz
1466	680	6403	1	6296	7206	1	820	Blitz
1467	680	6402	1	3446	7206	1	2870	Blitz
1468	3755	6405	1	631	2074	892	2335	Blitz
1469	3755	6404	1	631	2074	815	2258	Blitz
1470	1023	6368	1	29200	30099	20	674	Blitz
1471	2966	6414	1	21	1297	13	767	Blitz
1472	2966	6407	1	21	4283	13	1764	Blitz
1473	2966	6413	1	21	4000	13	1349	Blitz
1474	2966	6412	1	21	4283	13	1764	Blitz
1475	2966	6409	1	21	4949	13	1979	Blitz
1476	2966	6406	1	21	4000	13	1818	Blitz
1477	2966	6411	1	21	4000	13	1608	Blitz
1478	2966	6408	1	21	4283	13	2023	Blitz
1479	2966	6416	1	21	4949	13	1733	Blitz
1480	2966	6410	1	21	4949	13	2238	Blitz
1481	2966	6417	1	21	4000	13	1559	Blitz
1482	2966	6415	1	21	4283	13	2023	Blitz
1483	3471	6418	0	9800	10909	2	531	Blitz
1484	3471	6419	0	9800	10933	1	554	Blitz
1485	3471	6421	0	8616	10933	1	827	Blitz
1486	3471	6420	0	8616	10982	368	1243	Blitz
1487	3471	6422	0	8603	10909	2	796	Blitz
1488	3471	6424	0	8616	10909	2	804	Blitz
1489	3471	6423	0	8603	10909	2	811	Blitz
1490	3694	6425	0	2925	3525	35	638	Blitz
1491	1719	6382	0	2710	3836	30	1144	Blitz
1492	717	6426	1	2123	5295	155	1755	Blitz
1493	814	6427	1	3129	5385	1	2257	Blitz
1494	796	6428	0	1	2738	1	1518	Blitz
1495	3758	6430	1	12529	13108	1	581	Blitz
1496	3758	6433	1	10952	12575	61	506	Blitz
1497	3758	6432	1	10952	13998	61	940	Blitz
1498	1641	6429	1	9354	9922	1	569	Blitz
1499	3758	6431	1	10952	13108	61	970	Blitz
1500	4511	6434	1	3194	6205	1	2119	Blitz
1501	4511	6435	1	3194	6118	1	2032	Blitz
1502	693	6436	1	25925	27097	82	695	Blitz
1503	693	6437	1	25946	27728	146	1056	Blitz
1504	693	6439	1	25946	27728	146	1158	Blitz
1505	693	6438	1	25925	27625	82	1125	Blitz
1506	693	6441	1	25925	27097	82	695	Blitz
1507	693	6442	1	25925	27728	82	1012	Blitz
1508	693	6440	1	25925	27625	82	1119	Blitz
1509	693	6445	1	25946	27625	146	1066	Blitz
1510	693	6447	1	25925	27625	82	1022	Blitz
1511	693	6448	1	25946	27097	146	738	Blitz
1512	693	6449	1	25925	27728	82	1115	Blitz
1513	693	6443	1	25925	27625	82	1222	Blitz
1514	693	6444	1	25946	27625	146	1265	Blitz
1515	693	6446	1	25946	27625	146	1163	Blitz
1516	693	6450	1	25946	27625	146	1168	Blitz
1517	4409	6451	1	38	410	186	558	Blitz
1518	1253	6452	0	19786	20449	1	696	Blitz
1519	4663	6453	0	24499	25552	111	869	Blitz
1520	3137	6457	0	3975	5096	1	761	Blitz
1521	3137	6454	0	3975	5096	1	761	Blitz
1522	3137	6458	0	3975	5096	1	761	Blitz
1523	3137	6455	0	1733	4316	454	1908	Blitz
1524	3137	6456	0	1733	5096	1	1956	Blitz
1525	2761	6459	1	13486	17348	3	1918	Blitz
1526	2332	6460	1	9328	9876	1	504	Blitz
1527	4932	6461	1	1169	2548	1	593	Blitz
1528	4986	6464	0	2283	3390	3	469	Blitz
1529	4386	6462	0	9255	12833	1	2280	Blitz
1530	4986	6466	0	2283	3265	180	606	Blitz
1531	4386	6463	0	9255	13088	1	2535	Blitz
1532	4986	6465	0	1874	3390	3	513	Blitz
1533	4986	6467	0	2283	3304	123	593	Blitz
1534	4986	6468	0	1874	3390	3	539	Blitz
1535	4672	6469	0	52	902	291	775	Blitz
1536	2695	6471	0	6877	7453	30	604	Blitz
1537	2695	6472	0	6877	7453	30	620	Blitz
1538	2695	6473	0	6877	12897	1	2090	Blitz
1539	3793	6470	0	8627	9253	1	625	Blitz
1540	3802	6475	0	5501	6315	158	984	Blitz
1541	4083	6474	1	9378	10116	1	731	Blitz
1542	3893	6474	1	52872	53604	10	731	Blitz
1543	2278	6477	1	1466	2641	167	536	Blitz
1544	1954	6476	0	5087	5516	158	586	Blitz
1545	1696	6479	0	70647	87869	56	844	Blitz
1546	4817	6478	1	8570	9031	159	620	Blitz
1547	3520	6481	1	1086	1660	166	572	Blitz
1548	3866	6482	0	16360	17298	133	1074	Blitz
1549	3866	6483	0	16009	17298	133	1259	Blitz
1550	3866	6484	0	16362	17241	235	1117	Blitz
1551	3866	6486	0	16009	17298	133	1259	Blitz
1552	3866	6487	0	13531	16527	6	893	Blitz
1553	3866	6491	0	15410	16527	6	626	Blitz
1554	3866	6485	0	15414	17241	235	1571	Blitz
1555	3866	6490	0	16362	17298	133	1072	Blitz
1556	3866	6489	0	15414	17298	133	1526	Blitz
1557	3866	6492	0	13531	17298	133	1794	Blitz
1558	3866	6488	0	13531	17241	235	1839	Blitz
1559	3866	6493	0	13354	17298	133	1869	Blitz
1560	1696	6480	0	70805	87869	56	686	Blitz
1561	3915	6495	1	9942	10344	27	430	Blitz
1562	3915	6499	1	9942	10338	27	424	Blitz
1563	3915	6497	1	9883	10338	2	457	Blitz
1564	3915	6506	1	9883	10344	2	463	Blitz
1565	3915	6510	1	9942	10338	27	424	Blitz
1566	3915	6508	1	9883	10344	2	463	Blitz
1567	3915	6511	1	9883	10338	2	457	Blitz
1568	3915	6515	1	9883	10338	2	457	Blitz
1569	3915	6501	1	5218	10344	1	798	Blitz
1570	3915	6504	1	5218	10338	1	792	Blitz
1571	3915	6525	1	9942	10344	27	430	Blitz
1572	3915	6522	1	5218	10344	1	798	Blitz
1573	3915	6526	1	5218	10338	1	792	Blitz
1574	3915	6527	1	5218	10338	1	792	Blitz
1575	4812	6528	1	4630	5218	1	589	Blitz
1576	3061	6529	1	6854	8570	1	1406	Blitz
1577	312	6530	0	7501	9492	167	1355	Blitz
1578	4060	6531	0	1	2835	35	1101	Blitz
1579	3561	6532	0	1210	1858	1	606	Blitz
1580	2210	6533	0	11937	13932	1	1064	Blitz
1581	3915	6500	1	864	10338	1	2185	Blitz
1582	2838	6534	0	6838	7188	164	511	Blitz
1583	3915	6518	1	864	10344	1	2191	Blitz
1584	3708	6535	0	8166	8855	47	737	Blitz
1585	2505	6536	0	636	1818	1	530	Blitz
1586	3395	6537	0	2242	3115	1	874	Blitz
1587	3825	6538	0	18827	19201	1	374	Blitz
1588	2100	6539	0	3377	3931	1	555	Blitz
1589	310	6540	1	4007	5399	81	778	Blitz
1590	3915	6502	1	864	10338	1	2284	Blitz
1591	84	6543	0	2973	3561	183	771	Blitz
1592	3915	6517	1	864	10338	1	2185	Blitz
1593	2270	6542	0	4812	5731	32	877	Blitz
1594	717	6544	0	815	1625	1	780	Blitz
1595	3915	6516	1	864	10325	1	2271	Blitz
1596	1395	6545	1	25286	27339	1	1565	Blitz
1597	4947	6546	1	2141	4726	1	1117	Blitz
1598	3915	6494	1	810	10325	13	2338	Blitz
1599	3915	6505	1	779	10325	1	2357	Blitz
1600	401	6547	1	2208	2782	1	518	Blitz
1601	3915	6498	1	779	10338	1	2271	Blitz
1602	2850	6548	1	4135	5714	1	842	Blitz
1603	1900	6549	1	12070	12625	1	556	Blitz
1604	3915	6509	1	864	10338	1	2185	Blitz
1605	2840	6550	0	6012	8259	1	1049	Blitz
1606	83	6551	0	4720	5832	1	1113	Blitz
1607	1634	6552	1	1914	3042	18	1153	Blitz
1608	3915	6512	1	810	10325	13	2239	Blitz
1609	3915	6503	1	779	10338	1	2271	Blitz
1610	3358	6553	0	2260	3549	1	982	Blitz
1611	3915	6520	1	779	10325	1	2258	Blitz
1612	4673	6554	1	250	1644	26	704	Blitz
1613	831	6556	0	250	750	1	501	Blitz
1614	3946	6555	0	14985	15765	1	781	Blitz
1615	4279	6557	1	4117	7134	1	1009	Blitz
1616	4060	6559	0	6314	7573	1	484	Blitz
1617	3915	6513	1	779	10338	1	2370	Blitz
1618	2904	6560	1	6539	7459	14	930	Blitz
1619	30	6561	1	13970	15895	1	1466	Blitz
1620	3545	6562	1	609	2216	1	530	Blitz
1621	4063	6558	1	7733	8397	1	670	Blitz
1622	3915	6496	1	810	10338	13	2252	Blitz
1623	3915	6521	1	864	10325	1	2172	Blitz
1624	2210	6563	0	4421	6375	1	1170	Blitz
1625	4526	6564	1	3167	4240	1	1074	Blitz
1626	3915	6507	1	810	10338	13	2351	Blitz
1627	3738	6569	0	3209	3759	52	493	Blitz
1628	890	6567	0	590	1358	1	769	Blitz
1629	4339	6568	1	10605	11501	1	911	Blitz
1630	831	6566	0	12140	12571	23	471	Blitz
1631	4948	6570	1	22836	23258	94	520	Blitz
1632	4616	6571	0	30415	31039	1	625	Blitz
1633	1248	6572	1	11851	13483	1	675	Blitz
1634	1021	6573	0	21184	21649	246	714	Blitz
1635	1868	6573	1	54	482	66	494	Blitz
1636	3915	6514	1	779	10338	1	2370	Blitz
1637	3690	6575	1	10360	10863	1	504	Blitz
1638	3324	6576	1	1	1049	309	1260	Blitz
1639	4504	6574	0	5920	6454	1	530	Blitz
