id	parentSeq	childSeq	strand	pStart	pEnd	cStart	cEnd	method
6303	2624	11231	0	1	6337	1	1799	AUGUSTUS
6304	2624	11232	0	7598	9860	1	636	AUGUSTUS
6305	2625	11233	1	56	2904	1	868	AUGUSTUS
6306	2626	11234	1	2014	5793	1	189	AUGUSTUS
6307	2626	11235	0	8485	12247	1	209	AUGUSTUS
6308	2626	11236	0	14975	17637	1	815	AUGUSTUS
6309	2628	11237	0	1468	4427	1	191	AUGUSTUS
6310	2628	11238	1	5586	6723	1	336	AUGUSTUS
6311	2629	11239	0	13986	24587	1	1956	AUGUSTUS
6312	2629	11240	1	24816	27158	1	140	AUGUSTUS
6313	2629	11241	0	28053	34447	1	1262	AUGUSTUS
6314	2629	11242	1	37506	39197	1	429	AUGUSTUS
6315	2630	11243	0	5969	7367	1	180	AUGUSTUS
6316	2631	11244	0	1	2037	1	563	AUGUSTUS
6317	2631	11245	0	2173	4867	1	200	AUGUSTUS
6318	2632	11246	1	42	3698	1	547	AUGUSTUS
6319	2632	11247	0	4849	7767	1	470	AUGUSTUS
6320	2633	11248	0	1	5007	1	1416	AUGUSTUS
6321	2634	11249	1	1	3288	1	278	AUGUSTUS
6322	2634	11250	1	3636	5273	1	357	AUGUSTUS
6323	2635	11251	1	996	4785	1	1222	AUGUSTUS
6324	2635	11252	1	5276	9235	1	952	AUGUSTUS
6325	2636	11253	0	2871	8487	1	272	AUGUSTUS
6326	2637	11254	0	1	1617	1	149	AUGUSTUS
6327	2638	11255	1	98	2262	1	510	AUGUSTUS
6328	2639	11256	1	1	2322	1	206	AUGUSTUS
6329	2640	11257	1	1	2544	1	220	AUGUSTUS
6330	2641	11258	0	1	757	1	212	AUGUSTUS
6331	2641	11259	0	989	2867	1	326	AUGUSTUS
6332	2642	11260	0	1	2327	1	451	AUGUSTUS
6333	2643	11261	0	1	4207	1	243	AUGUSTUS
6334	2643	11262	1	4936	18778	1	2265	AUGUSTUS
6335	2644	11263	1	114	1322	1	276	AUGUSTUS
6336	2644	11264	1	1516	7364	1	1585	AUGUSTUS
6337	2645	11265	0	1	3677	1	1052	AUGUSTUS
6338	2646	11266	0	1384	6916	1	1689	AUGUSTUS
6339	2647	11267	0	1	4457	1	1394	AUGUSTUS
6340	2647	11268	1	4726	11932	1	455	AUGUSTUS
6341	2647	11269	0	13352	17847	1	254	AUGUSTUS
6342	2647	11270	0	18662	19177	1	103	AUGUSTUS
6343	2647	11271	1	20406	24996	1	780	AUGUSTUS
6344	2647	11272	0	27184	31537	1	384	AUGUSTUS
6345	2647	11273	0	31615	37697	1	1719	AUGUSTUS
6346	2648	11274	1	376	9654	1	739	AUGUSTUS
6347	2648	11275	1	9706	10933	1	325	AUGUSTUS
6348	2649	11276	1	192	3444	1	881	AUGUSTUS
6349	2650	11277	0	1789	3727	1	389	AUGUSTUS
6350	2650	11278	0	12744	15937	1	135	AUGUSTUS
6351	2650	11279	0	17540	19487	1	218	AUGUSTUS
6352	2650	11280	0	19551	22217	1	239	AUGUSTUS
6353	2651	11281	0	1	3967	1	492	AUGUSTUS
6354	2652	11282	0	1	2027	1	458	AUGUSTUS
6355	2652	11283	0	2088	6497	1	899	AUGUSTUS
6356	2652	11284	0	7161	16707	1	1168	AUGUSTUS
6357	2653	11285	1	1794	6082	1	126	AUGUSTUS
6358	2654	11286	1	5	2649	1	809	AUGUSTUS
6359	2654	11287	1	2706	4455	1	402	AUGUSTUS
6360	2655	11288	0	1	3603	1	1115	AUGUSTUS
6361	2656	11289	0	1	617	1	110	AUGUSTUS
6362	2656	11290	0	796	2947	1	400	AUGUSTUS
6363	2657	11291	1	1	3013	1	817	AUGUSTUS
6364	2658	11292	0	1	1987	1	454	AUGUSTUS
6365	2659	11293	1	683	1811	1	271	AUGUSTUS
6366	2659	11294	1	1976	2913	1	301	AUGUSTUS
6367	2660	11295	0	1	4917	1	476	AUGUSTUS
6368	2660	11296	0	5018	7767	1	196	AUGUSTUS
6369	2660	11297	0	7817	10227	1	502	AUGUSTUS
6370	2660	11298	0	10893	12817	1	141	AUGUSTUS
6371	2660	11299	1	13196	16068	1	355	AUGUSTUS
6372	2660	11300	1	16256	21938	1	1403	AUGUSTUS
6373	2661	11301	1	1009	6174	1	710	AUGUSTUS
6374	2661	11302	0	6846	16127	1	1711	AUGUSTUS
6375	2662	11303	0	247	3677	1	638	AUGUSTUS
6376	2663	11304	0	1	6007	1	1427	AUGUSTUS
6377	2664	11305	0	653	1617	1	158	AUGUSTUS
6378	2664	11306	0	3855	8607	1	399	AUGUSTUS
6379	2664	11307	1	12286	15138	1	377	AUGUSTUS
6380	2665	11308	0	1	1637	1	400	AUGUSTUS
6381	2665	11309	0	7075	16167	1	606	AUGUSTUS
6382	2665	11310	1	17026	19898	1	506	AUGUSTUS
6383	2665	11311	0	20093	22007	1	135	AUGUSTUS
6384	2665	11312	0	23077	28537	1	1043	AUGUSTUS
6385	2666	11313	0	4160	7097	1	113	AUGUSTUS
6386	2667	11314	1	46	2726	1	669	AUGUSTUS
6387	2668	11315	0	1930	4657	1	305	AUGUSTUS
6388	2668	11316	1	4966	6160	1	197	AUGUSTUS
6389	2668	11317	1	6316	9941	1	401	AUGUSTUS
6390	2668	11318	0	12801	16677	1	946	AUGUSTUS
6391	2668	11319	0	17249	18407	1	233	AUGUSTUS
6392	2669	11320	0	1	9367	1	2089	AUGUSTUS
6393	2669	11321	1	9906	12428	1	207	AUGUSTUS
6394	2670	11322	1	2366	2938	1	119	AUGUSTUS
6395	2671	11323	1	800	2705	1	623	AUGUSTUS
6396	2672	11324	0	1	557	1	168	AUGUSTUS
6397	2672	11325	0	625	2487	1	355	AUGUSTUS
6398	2673	11326	0	802	2026	1	307	AUGUSTUS
6399	2674	11327	0	1	4167	1	334	AUGUSTUS
6400	2674	11328	1	6836	7645	1	121	AUGUSTUS
6401	2675	11329	0	2005	2877	1	136	AUGUSTUS
6402	2676	11330	1	2	3944	1	1028	AUGUSTUS
6403	2677	11331	1	1	2337	1	373	AUGUSTUS
6404	2677	11332	0	7279	14645	1	646	AUGUSTUS
6405	2678	11333	1	696	1868	1	145	AUGUSTUS
6406	2678	11334	0	2247	4473	1	451	AUGUSTUS
6407	2679	11335	0	1	2150	1	194	AUGUSTUS
6408	2681	11336	1	2106	4195	1	470	AUGUSTUS
6409	2681	11337	1	4586	13317	1	1010	AUGUSTUS
6410	2682	11338	0	183	2867	1	176	AUGUSTUS
6411	2683	11339	1	44	2755	1	801	AUGUSTUS
6412	2684	11340	1	1	4923	1	1058	AUGUSTUS
6413	2685	11341	1	526	8304	1	1657	AUGUSTUS
6414	2685	11342	1	8716	10343	1	239	AUGUSTUS
6415	2685	11343	0	11171	15057	1	947	AUGUSTUS
6416	2686	11344	0	1939	4147	1	328	AUGUSTUS
6417	2687	11345	1	2286	3407	1	278	AUGUSTUS
6418	2687	11346	0	3419	9627	1	395	AUGUSTUS
6419	2688	11347	1	2	2199	1	732	AUGUSTUS
6420	2689	11348	1	1	1205	1	105	AUGUSTUS
6421	2689	11349	0	1841	3797	1	376	AUGUSTUS
6422	2689	11350	1	4046	9760	1	1609	AUGUSTUS
6423	2690	11351	1	1	2461	1	271	AUGUSTUS
6424	2690	11352	0	2592	3767	1	225	AUGUSTUS
6425	2691	11353	0	229	2667	1	206	AUGUSTUS
6426	2692	11354	0	2042	6867	1	932	AUGUSTUS
6427	2692	11355	0	6967	7757	1	203	AUGUSTUS
6428	2693	11356	0	956	5807	1	1523	AUGUSTUS
6429	2693	11357	0	6034	7717	1	329	AUGUSTUS
6430	2694	11358	1	5176	6424	1	203	AUGUSTUS
6431	2695	11359	0	1	5317	1	259	AUGUSTUS
6432	2695	11360	0	7029	14267	1	828	AUGUSTUS
6433	2695	11361	1	14566	15535	1	144	AUGUSTUS
6434	2695	11362	0	18897	20267	1	126	AUGUSTUS
6435	2695	11363	1	21986	23453	1	149	AUGUSTUS
6436	2696	11364	0	1	3537	1	804	AUGUSTUS
6437	2697	11365	0	1122	5057	1	1091	AUGUSTUS
6438	2697	11366	0	5278	6867	1	346	AUGUSTUS
6439	2698	11367	0	1	2307	1	235	AUGUSTUS
6440	2698	11368	0	5226	10217	1	1407	AUGUSTUS
6441	2699	11369	0	2191	6097	1	823	AUGUSTUS
6442	2699	11370	0	12671	14717	1	160	AUGUSTUS
6443	2699	11371	0	15122	17395	1	207	AUGUSTUS
6444	2700	11372	1	916	2441	1	313	AUGUSTUS
6445	2700	11373	1	2676	4372	1	538	AUGUSTUS
6446	2701	11374	0	1	2797	1	307	AUGUSTUS
6447	2702	11375	0	1	1497	1	452	AUGUSTUS
6448	2702	11376	0	1555	2467	1	115	AUGUSTUS
6449	2703	11377	0	7614	10767	1	772	AUGUSTUS
6450	2704	11378	0	629	1787	1	313	AUGUSTUS
6451	2704	11379	1	3066	4828	1	108	AUGUSTUS
6452	2704	11380	0	5951	6727	1	111	AUGUSTUS
6453	2705	11381	0	3208	4397	1	328	AUGUSTUS
6454	2706	11382	0	1767	5627	1	678	AUGUSTUS
6455	2706	11383	1	6396	21184	1	1634	AUGUSTUS
6456	2707	11384	1	2	6288	1	1743	AUGUSTUS
6457	2708	11385	0	1625	4607	1	685	AUGUSTUS
6458	2708	11386	0	4664	5667	1	205	AUGUSTUS
6459	2708	11387	0	7693	11197	1	1013	AUGUSTUS
6460	2709	11388	1	2	5655	1	993	AUGUSTUS
6461	2709	11389	0	5893	9295	1	193	AUGUSTUS
6462	2710	11390	0	4146	5707	1	325	AUGUSTUS
6463	2710	11391	0	5870	8677	1	378	AUGUSTUS
6464	2711	11392	1	2	1900	1	623	AUGUSTUS
6465	2712	11393	1	807	1659	1	195	AUGUSTUS
6466	2713	11394	1	176	3968	1	569	AUGUSTUS
6467	2713	11395	0	4087	7477	1	1099	AUGUSTUS
6468	2713	11396	0	7630	10057	1	698	AUGUSTUS
6469	2713	11397	1	10166	11410	1	115	AUGUSTUS
6470	2713	11398	1	11496	14014	1	587	AUGUSTUS
6471	2713	11399	0	16139	19457	1	333	AUGUSTUS
6472	2714	11400	0	4697	6897	1	190	AUGUSTUS
6473	2714	11401	0	7749	8777	1	126	AUGUSTUS
6474	2715	11402	0	1	7797	1	1939	AUGUSTUS
6475	2716	11403	1	20	909	1	219	AUGUSTUS
6476	2716	11404	1	1856	2680	1	160	AUGUSTUS
6477	2716	11405	0	2778	5697	1	325	AUGUSTUS
6478	2716	11406	1	5826	6690	1	165	AUGUSTUS
6479	2716	11407	0	6998	8247	1	363	AUGUSTUS
6480	2716	11408	0	8295	11747	1	1129	AUGUSTUS
6481	2717	11409	0	1069	4197	1	934	AUGUSTUS
6482	2719	11410	0	1	3357	1	1094	AUGUSTUS
6483	2720	11411	0	1	4695	1	1172	AUGUSTUS
6484	2721	11412	0	4545	5947	1	148	AUGUSTUS
6485	2722	11413	1	16	2011	1	328	AUGUSTUS
6486	2724	11414	0	572	8927	1	955	AUGUSTUS
6487	2725	11415	0	2855	5557	1	542	AUGUSTUS
6488	2725	11416	0	5785	8227	1	344	AUGUSTUS
6489	2726	11417	1	66	3794	1	921	AUGUSTUS
6490	2726	11418	1	10886	13724	1	229	AUGUSTUS
6491	2727	11419	1	4066	7867	1	769	AUGUSTUS
6492	2727	11420	0	12540	15036	1	708	AUGUSTUS
6493	2728	11421	1	1906	6317	1	1044	AUGUSTUS
6494	2729	11422	0	1	4397	1	176	AUGUSTUS
6495	2729	11423	1	4566	8450	1	570	AUGUSTUS
6496	2729	11424	0	8490	11317	1	663	AUGUSTUS
6497	2730	11425	0	1	3319	1	929	AUGUSTUS
6498	2731	11426	1	17	2934	1	926	AUGUSTUS
6499	2732	11427	0	2100	4457	1	542	AUGUSTUS
6500	2732	11428	0	4707	8507	1	704	AUGUSTUS
6501	2732	11429	1	8606	12973	1	1149	AUGUSTUS
6502	2732	11430	1	14136	17820	1	860	AUGUSTUS
6503	2732	11431	0	24009	33707	1	1926	AUGUSTUS
6504	2732	11432	1	33856	36857	1	148	AUGUSTUS
6505	2734	11433	1	2	3544	1	1024	AUGUSTUS
6506	2736	11434	0	1419	3127	1	220	AUGUSTUS
6507	2736	11435	0	3264	6827	1	927	AUGUSTUS
6508	2736	11436	0	7178	8437	1	271	AUGUSTUS
6509	2737	11437	0	1176	2507	1	305	AUGUSTUS
6510	2738	11438	0	207	727	1	105	AUGUSTUS
6511	2738	11439	1	996	2730	1	183	AUGUSTUS
6512	2739	11440	1	906	2032	1	294	AUGUSTUS
6513	2739	11441	1	2156	3848	1	523	AUGUSTUS
6514	2739	11442	1	3956	8480	1	1025	AUGUSTUS
6515	2740	11443	1	4156	7404	1	373	AUGUSTUS
6516	2740	11444	0	7813	9357	1	126	AUGUSTUS
6517	2741	11445	1	1	1725	1	121	AUGUSTUS
6518	2742	11446	1	2	4342	1	1058	AUGUSTUS
6519	2743	11447	1	2	3188	1	934	AUGUSTUS
6520	2744	11448	1	1	2020	1	435	AUGUSTUS
6521	2745	11449	1	412	3285	1	728	AUGUSTUS
6522	2746	11450	1	2806	4633	1	129	AUGUSTUS
6523	2746	11451	0	6924	8547	1	205	AUGUSTUS
6524	2746	11452	0	8732	12087	1	850	AUGUSTUS
6525	2746	11453	0	14120	17727	1	449	AUGUSTUS
6526	2746	11454	0	20519	21777	1	166	AUGUSTUS
6527	2746	11455	0	23778	27477	1	1023	AUGUSTUS
6528	2746	11456	0	29109	36367	1	1692	AUGUSTUS
6529	2746	11457	1	37056	41407	1	827	AUGUSTUS
6530	2747	11458	1	131	3559	1	985	AUGUSTUS
6531	2747	11459	0	5294	6997	1	451	AUGUSTUS
6532	2748	11460	1	1	3324	1	477	AUGUSTUS
6533	2749	11461	0	122	2097	1	321	AUGUSTUS
6534	2749	11462	0	4430	5447	1	223	AUGUSTUS
6535	2750	11463	1	1016	4646	1	1122	AUGUSTUS
6536	2752	11464	1	7906	14536	1	1586	AUGUSTUS
6537	2753	11465	0	1872	5587	1	442	AUGUSTUS
6538	2753	11466	1	7996	10919	1	833	AUGUSTUS
6539	2754	11467	0	1	1187	1	120	AUGUSTUS
6540	2754	11468	0	4866	6827	1	426	AUGUSTUS
6541	2755	11469	0	1	7887	1	1074	AUGUSTUS
6542	2756	11470	0	4146	5177	1	251	AUGUSTUS
6543	2757	11471	0	1	4600	1	1325	AUGUSTUS
6544	2758	11472	0	1	3301	1	940	AUGUSTUS
6545	2759	11473	1	2	566	1	136	AUGUSTUS
6546	2759	11474	0	3401	10317	1	638	AUGUSTUS
6547	2759	11475	1	10786	13464	1	641	AUGUSTUS
6548	2760	11476	1	1	1685	1	153	AUGUSTUS
6549	2760	11477	1	1966	4066	1	365	AUGUSTUS
6550	2761	11478	0	1078	4887	1	176	AUGUSTUS
6551	2761	11479	1	5076	10649	1	948	AUGUSTUS
6552	2761	11480	0	12610	17837	1	802	AUGUSTUS
6553	2761	11481	0	23917	25707	1	116	AUGUSTUS
6554	2762	11482	0	324	1787	1	312	AUGUSTUS
6555	2763	11483	0	431	2327	1	125	AUGUSTUS
6556	2763	11484	0	6036	11227	1	952	AUGUSTUS
6557	2765	11485	1	1	807	1	141	AUGUSTUS
6558	2766	11486	1	1	3036	1	688	AUGUSTUS
6559	2767	11487	1	2	9023	1	1208	AUGUSTUS
6560	2768	11488	0	2901	7767	1	135	AUGUSTUS
6561	2768	11489	1	8636	13488	1	806	AUGUSTUS
6562	2769	11490	1	4156	5659	1	354	AUGUSTUS
6563	2770	11491	0	1	747	1	240	AUGUSTUS
6564	2770	11492	0	967	2187	1	318	AUGUSTUS
6565	2771	11493	1	2	5381	1	1113	AUGUSTUS
6566	2772	11494	0	1	3447	1	748	AUGUSTUS
6567	2772	11495	1	3696	5924	1	491	AUGUSTUS
6568	2772	11496	0	6955	15077	1	1289	AUGUSTUS
6569	2772	11497	1	15976	19784	1	283	AUGUSTUS
6570	2772	11498	0	21198	24687	1	944	AUGUSTUS
6571	2772	11499	0	25422	26878	1	417	AUGUSTUS
6572	2774	11500	1	2	3921	1	1060	AUGUSTUS
6573	2775	11501	1	2	3759	1	1021	AUGUSTUS
6574	2776	11502	0	1	5217	1	1424	AUGUSTUS
6575	2776	11503	0	5354	8287	1	294	AUGUSTUS
6576	2777	11504	0	1	4557	1	781	AUGUSTUS
6577	2777	11505	1	5456	6767	1	312	AUGUSTUS
6578	2778	11506	0	925	5027	1	1024	AUGUSTUS
6579	2779	11507	0	2371	6277	1	630	AUGUSTUS
6580	2779	11508	0	6697	10247	1	518	AUGUSTUS
6581	2780	11509	0	1	547	1	158	AUGUSTUS
6582	2780	11510	0	1434	8787	1	1664	AUGUSTUS
6583	2780	11511	0	10130	14327	1	969	AUGUSTUS
6584	2780	11512	0	14418	16407	1	372	AUGUSTUS
6585	2780	11513	0	22373	26427	1	653	AUGUSTUS
6586	2782	11514	0	1913	2951	1	273	AUGUSTUS
6587	2783	11515	0	310	4297	1	1122	AUGUSTUS
6588	2783	11516	0	5264	8579	1	684	AUGUSTUS
6589	2784	11517	0	1	10677	1	1620	AUGUSTUS
6590	2785	11518	1	2176	4067	1	460	AUGUSTUS
6591	2786	11519	0	1	2347	1	447	AUGUSTUS
6592	2786	11520	0	4449	12477	1	770	AUGUSTUS
6593	2787	11521	0	1904	2757	1	170	AUGUSTUS
6594	2787	11522	1	10326	12955	1	625	AUGUSTUS
6595	2787	11523	0	12971	17577	1	1074	AUGUSTUS
6596	2788	11524	1	256	1422	1	114	AUGUSTUS
6597	2790	11525	0	2237	4467	1	575	AUGUSTUS
6598	2792	11526	1	106	2220	1	385	AUGUSTUS
6599	2793	11527	0	1	3127	1	313	AUGUSTUS
6600	2793	11528	0	3390	6397	1	638	AUGUSTUS
6601	2793	11529	0	6504	8607	1	198	AUGUSTUS
6602	2793	11530	0	8814	10137	1	301	AUGUSTUS
6603	2793	11531	0	12095	16087	1	308	AUGUSTUS
6604	2793	11532	1	16436	21275	1	1347	AUGUSTUS
6605	2794	11533	1	1	6148	1	1896	AUGUSTUS
6606	2795	11534	1	310	2520	1	375	AUGUSTUS
6607	2795	11535	1	2586	3952	1	428	AUGUSTUS
6608	2795	11536	1	4076	6128	1	335	AUGUSTUS
6609	2796	11537	0	1534	5087	1	395	AUGUSTUS
6610	2798	11538	1	2	764	1	180	AUGUSTUS
6611	2798	11539	0	2425	3027	1	100	AUGUSTUS
6612	2798	11540	0	4888	8219	1	475	AUGUSTUS
6613	2799	11541	0	543	2915	1	678	AUGUSTUS
6614	2800	11542	0	7907	15977	1	1491	AUGUSTUS
6615	2800	11543	1	16076	19281	1	481	AUGUSTUS
6616	2800	11544	0	19985	23327	1	268	AUGUSTUS
6617	2800	11545	0	23404	28367	1	233	AUGUSTUS
6618	2800	11546	0	29272	30395	1	302	AUGUSTUS
6619	2801	11547	1	1	4617	1	383	AUGUSTUS
6620	2801	11548	1	4876	9772	1	1474	AUGUSTUS
6621	2802	11549	1	2	2652	1	848	AUGUSTUS
6622	2803	11550	0	1	2827	1	478	AUGUSTUS
6623	2803	11551	0	3353	4247	1	197	AUGUSTUS
6624	2803	11552	0	4326	10167	1	1169	AUGUSTUS
6625	2803	11553	1	10496	17909	1	1833	AUGUSTUS
6626	2803	11554	1	19176	20713	1	480	AUGUSTUS
6627	2803	11555	1	20786	22903	1	617	AUGUSTUS
6628	2805	11556	1	4246	10793	1	1281	AUGUSTUS
6629	2806	11557	0	5114	8797	1	217	AUGUSTUS
6630	2806	11558	0	9024	12087	1	280	AUGUSTUS
6631	2806	11559	0	13045	15767	1	205	AUGUSTUS
6632	2807	11560	0	2277	6387	1	867	AUGUSTUS
6633	2808	11561	1	2486	6735	1	683	AUGUSTUS
6634	2808	11562	1	7726	10033	1	660	AUGUSTUS
6635	2809	11563	0	1	2755	1	856	AUGUSTUS
6636	2810	11564	1	1866	5563	1	229	AUGUSTUS
6637	2811	11565	0	875	2857	1	276	AUGUSTUS
6638	2812	11566	1	507	3565	1	843	AUGUSTUS
6639	2813	11567	1	2006	5340	1	1097	AUGUSTUS
6640	2814	11568	0	258	3967	1	1144	AUGUSTUS
6641	2815	11569	1	43	968	1	226	AUGUSTUS
6642	2815	11570	1	1026	11197	1	684	AUGUSTUS
6643	2815	11571	0	11887	15817	1	615	AUGUSTUS
6644	2815	11572	1	19316	22651	1	483	AUGUSTUS
6645	2816	11573	1	15	1273	1	410	AUGUSTUS
6646	2816	11574	1	1846	5694	1	1044	AUGUSTUS
6647	2816	11575	1	5866	8706	1	672	AUGUSTUS
6648	2816	11576	1	9706	13077	1	484	AUGUSTUS
6649	2816	11577	0	13196	16503	1	494	AUGUSTUS
6650	2817	11578	1	2	2448	1	631	AUGUSTUS
6651	2817	11579	0	3585	6327	1	670	AUGUSTUS
6652	2818	11580	1	2	8744	1	1615	AUGUSTUS
6653	2818	11581	0	9005	12007	1	370	AUGUSTUS
6654	2819	11582	1	848	1900	1	137	AUGUSTUS
6655	2819	11583	1	2446	5551	1	456	AUGUSTUS
6656	2819	11584	1	5766	20469	1	2049	AUGUSTUS
6657	2820	11585	0	1749	3473	1	383	AUGUSTUS
6658	2821	11586	0	1	3377	1	790	AUGUSTUS
6659	2822	11587	0	1	3197	1	731	AUGUSTUS
6660	2822	11588	0	5125	8138	1	891	AUGUSTUS
6661	2823	11589	1	43	11889	1	1061	AUGUSTUS
6662	2823	11590	0	13810	15833	1	577	AUGUSTUS
6663	2824	11591	1	3766	5023	1	248	AUGUSTUS
6664	2824	11592	1	5796	8071	1	479	AUGUSTUS
6665	2824	11593	0	10732	13397	1	383	AUGUSTUS
6666	2824	11594	0	13451	17337	1	823	AUGUSTUS
6667	2827	11595	1	1	933	1	270	AUGUSTUS
6668	2827	11596	0	2623	5497	1	415	AUGUSTUS
6669	2828	11597	1	146	3750	1	936	AUGUSTUS
6670	2829	11598	1	2	1633	1	443	AUGUSTUS
6671	2829	11599	1	9526	11092	1	300	AUGUSTUS
6672	2829	11600	1	11186	14560	1	945	AUGUSTUS
6673	2830	11601	0	2	10347	1	883	AUGUSTUS
6674	2830	11602	0	10616	18727	1	1160	AUGUSTUS
6675	2831	11603	0	1	2088	1	254	AUGUSTUS
6676	2832	11604	0	500	1837	1	134	AUGUSTUS
6677	2832	11605	0	2303	3274	1	218	AUGUSTUS
6678	2833	11606	0	2613	4687	1	446	AUGUSTUS
6679	2833	11607	1	7246	8880	1	382	AUGUSTUS
6680	2833	11608	1	9976	10623	1	112	AUGUSTUS
6681	2833	11609	0	11735	13607	1	538	AUGUSTUS
6682	2833	11610	0	15127	22387	1	1518	AUGUSTUS
6683	2834	11611	1	874	2574	1	440	AUGUSTUS
6684	2835	11612	0	4231	11027	1	252	AUGUSTUS
6685	2836	11613	1	22	2577	1	272	AUGUSTUS
6686	2838	11614	0	4071	11737	1	1397	AUGUSTUS
6687	2838	11615	1	12226	18437	1	572	AUGUSTUS
6688	2839	11616	1	2	3661	1	996	AUGUSTUS
6689	2840	11617	0	1	9747	1	1186	AUGUSTUS
6690	2840	11618	1	10076	14877	1	1147	AUGUSTUS
6691	2841	11619	0	782	3587	1	597	AUGUSTUS
6692	2841	11620	0	4499	6587	1	389	AUGUSTUS
6693	2841	11621	1	6966	8451	1	327	AUGUSTUS
6694	2842	11622	1	2	591	1	120	AUGUSTUS
6695	2842	11623	0	635	4517	1	472	AUGUSTUS
6696	2843	11624	1	3	6194	1	1189	AUGUSTUS
6697	2843	11625	0	7740	16237	1	1720	AUGUSTUS
6698	2843	11626	0	16355	18757	1	523	AUGUSTUS
6699	2843	11627	1	21996	28920	1	1578	AUGUSTUS
6700	2843	11628	0	28958	31517	1	175	AUGUSTUS
6701	2843	11629	0	32382	33967	1	400	AUGUSTUS
6702	2844	11630	0	1	2827	1	851	AUGUSTUS
6703	2845	11631	0	21	967	1	172	AUGUSTUS
6704	2845	11632	0	1387	9627	1	958	AUGUSTUS
6705	2845	11633	1	10906	14767	1	480	AUGUSTUS
6706	2846	11634	0	1	3847	1	550	AUGUSTUS
6707	2847	11635	1	536	2843	1	539	AUGUSTUS
6708	2848	11636	1	850	6569	1	1535	AUGUSTUS
6709	2848	11637	1	6846	8589	1	357	AUGUSTUS
6710	2849	11638	0	472	6587	1	1362	AUGUSTUS
6711	2850	11639	0	1	7287	1	781	AUGUSTUS
6712	2851	11640	0	206	3511	1	722	AUGUSTUS
6713	2852	11641	1	3006	13561	1	1363	AUGUSTUS
6714	2853	11642	0	523	1567	1	225	AUGUSTUS
6715	2853	11643	1	1726	2440	1	161	AUGUSTUS
6716	2853	11644	1	2806	3348	1	103	AUGUSTUS
6717	2855	11645	1	1731	3531	1	201	AUGUSTUS
6718	2855	11646	1	7196	10380	1	576	AUGUSTUS
6719	2856	11647	1	306	1823	1	293	AUGUSTUS
6720	2856	11648	1	1926	8628	1	504	AUGUSTUS
6721	2857	11649	1	132	6154	1	1773	AUGUSTUS
6722	2858	11650	1	3216	3920	1	104	AUGUSTUS
6723	2859	11651	1	1	3967	1	1011	AUGUSTUS
6724	2860	11652	1	106	5366	1	1088	AUGUSTUS
6725	2860	11653	1	5466	7028	1	469	AUGUSTUS
6726	2861	11654	0	1	2567	1	447	AUGUSTUS
6727	2861	11655	0	5054	9257	1	163	AUGUSTUS
6728	2861	11656	0	9754	11157	1	328	AUGUSTUS
6729	2861	11657	0	11217	12967	1	234	AUGUSTUS
6730	2861	11658	0	15353	18287	1	176	AUGUSTUS
6731	2863	11659	0	1	1747	1	178	AUGUSTUS
6732	2863	11660	1	2046	10735	1	454	AUGUSTUS
6733	2863	11661	1	12016	13767	1	434	AUGUSTUS
6734	2864	11662	0	1	3917	1	1145	AUGUSTUS
6735	2864	11663	0	4537	6446	1	557	AUGUSTUS
6736	2865	11664	1	2	3692	1	993	AUGUSTUS
6737	2866	11665	1	2	6302	1	726	AUGUSTUS
6738	2866	11666	1	7166	9430	1	725	AUGUSTUS
6739	2867	11667	1	686	1960	1	316	AUGUSTUS
6740	2867	11668	0	3243	14557	1	1170	AUGUSTUS
6741	2868	11669	0	3389	8387	1	1447	AUGUSTUS
6742	2869	11670	0	1	1137	1	121	AUGUSTUS
6743	2870	11671	1	1	3822	1	465	AUGUSTUS
6744	2871	11672	1	726	2377	1	114	AUGUSTUS
6745	2871	11673	1	2426	4070	1	451	AUGUSTUS
6746	2871	11674	1	4316	5270	1	111	AUGUSTUS
6747	2872	11675	1	2786	4902	1	432	AUGUSTUS
6748	2872	11676	1	7306	10937	1	458	AUGUSTUS
6749	2873	11677	1	13	4391	1	724	AUGUSTUS
6750	2874	11678	0	1	2227	1	509	AUGUSTUS
6751	2875	11679	0	2724	12367	1	824	AUGUSTUS
6752	2876	11680	0	1	2497	1	692	AUGUSTUS
6753	2876	11681	0	2878	6067	1	1000	AUGUSTUS
6754	2876	11682	0	6846	14412	1	1772	AUGUSTUS
6755	2877	11683	0	166	2290	1	698	AUGUSTUS
6756	2879	11684	1	396	4034	1	168	AUGUSTUS
6757	2880	11685	0	1	3007	1	703	AUGUSTUS
6758	2881	11686	1	3186	5517	1	129	AUGUSTUS
6759	2881	11687	1	8376	11452	1	785	AUGUSTUS
6760	2881	11688	1	11516	13944	1	571	AUGUSTUS
6761	2882	11689	0	5495	8887	1	757	AUGUSTUS
6762	2882	11690	0	9262	15387	1	1428	AUGUSTUS
6763	2883	11691	1	1021	4908	1	1060	AUGUSTUS
6764	2884	11692	0	1	2118	1	474	AUGUSTUS
6765	2885	11693	0	4179	5917	1	340	AUGUSTUS
6766	2885	11694	0	6037	9337	1	984	AUGUSTUS
6767	2885	11695	0	10313	14097	1	826	AUGUSTUS
6768	2886	11696	0	1	4337	1	1145	AUGUSTUS
6769	2886	11697	0	4417	5507	1	301	AUGUSTUS
6770	2888	11698	1	396	5497	1	545	AUGUSTUS
